f1_small,f1_large,gap,cost,cached,doc_id,dataset,split,tokens,pages,ocr_conf,low_conf_ratio,ocr_std,ocr_stage,blur_score,image_contrast,skew_angle,estimated_dpi,is_grayscale,short_token_ratio,inv_chars_per_word,word_height_cv,crowded_line_frac,line_density,section_count,label_diversity,label_entropy,item_density,aspect_ratio
1.0,1.0,0.0,0.014026,False,nf1611,poie,train,49,1,80.01,0.139,25.2,1,621.8,0.1967,-1.0,354.3,False,0.0,0.15076923076923077,0.26616404054588494,0.05,7.964954201513341,0.0,0.0,0.0,0.40816326530612246,1.9601873536299765
0.9411764705882353,0.9411764705882353,0.0,0.013039,False,nf0160,poie,train,27,1,65.28,0.34,31.1,0,4886.7,0.3118,-1.0,69.0,False,0.0,0.12735849056603774,0.297601781913795,0.5714285714285714,14.314928425357873,0.0,0.0,0.0,0.25925925925925924,0.6342412451361867
1.0,1.0,0.0,0.014748,False,nf1938,poie,train,47,1,88.39,0.053,16.0,0,4553.6,0.2604,1.0,99.1,False,0.0,0.13128491620111732,0.19878250959740174,0.16666666666666666,25.641025641025642,0.0,0.0,0.0,0.3829787234042553,1.8571428571428572
1.0,1.0,0.0,0.013391,False,nf3086,poie,train,22,1,68.5,0.25,25.9,0,11008.5,0.2959,1.0,29.1,False,0.0,0.12087912087912087,0.0955302646627368,0.0,53.39805825242719,0.0,0.0,0.0,0.5,1.3918918918918919
1.0,1.0,0.0,0.014061,False,nf2590,poie,train,34,1,47.59,0.676,25.6,0,10969.6,0.2671,-2.0,31.5,False,0.0,0.14225941422594143,0.18668228511245186,0.0,62.780269058295964,0.0,0.0,0.0,0.4117647058823529,1.4866666666666666
1.0,1.0,0.0,0.014428,False,nf2912,poie,train,38,1,85.41,0.086,15.6,0,7353.6,0.2624,-1.0,57.3,False,0.0,0.1371841155234657,0.32464394237873956,0.0625,39.408866995073886,0.0,0.0,0.0,0.42105263157894735,1.4871794871794872
0.9473684210526316,0.9473684210526316,0.0,0.013705,False,nf2688,poie,train,42,1,76.64,0.221,29.0,0,1345.4,0.229,1.0,234.1,False,0.0,0.14189189189189189,0.3010661853359863,0.05555555555555555,10.849909584086799,0.0,0.0,0.0,0.42857142857142855,1.012202562538133
1.0,1.0,0.0,0.014251999999999999,False,nf1570,poie,train,30,1,81.86,0.143,24.5,0,2424.5,0.2324,-1.0,149.4,False,0.0,0.10714285714285714,0.14160635904995983,0.0,14.164305949008499,0.0,0.0,0.0,0.5,1.6469673405909797
1.0,1.0,0.0,0.013533,False,nf0357,poie,train,20,1,44.44,0.688,28.9,0,3795.9,0.2658,1.0,51.2,False,0.0,0.136986301369863,0.2285899482778599,0.0,27.548209366391184,0.0,0.0,0.0,0.5,0.968
1.0,1.0,0.0,0.013737,False,nf3157,poie,train,35,1,89.23,0.082,12.0,0,6007.1,0.2416,1.0,79.0,False,0.0,0.15086206896551724,0.1461964617538519,0.06666666666666667,26.785714285714285,0.0,0.0,0.0,0.42857142857142855,1.424936386768448
1.0,1.0,0.0,0.013548999999999999,False,nf2459,poie,train,34,1,94.23,0.0,4.1,0,4520.4,0.2263,-1.0,111.3,False,0.0,0.16037735849056603,0.13595584449888531,0.0,17.74397972116603,0.0,0.0,0.0,0.4117647058823529,1.1418234442836468
0.8000000000000002,0.7,-0.1000000000000002,0.015411000000000001,False,nf1618,poie,train,57,1,57.15,0.523,31.4,0,4543.5,0.2185,1.0,61.2,False,0.0,0.12258064516129033,0.3906380378166243,0.08333333333333333,55.29953917050691,0.0,0.0,0.0,0.42105263157894735,1.4563758389261745
0.43749999999999994,0.5,0.06250000000000006,0.017709,False,nf2995,poie,train,38,1,75.49,0.222,27.0,0,943.7,0.1548,-10.0,99.2,False,0.0,0.1444866920152091,0.4363448198229257,0.3333333333333333,17.069701280227598,0.0,0.0,0.0,0.3157894736842105,1.0338235294117648
1.0,1.0,0.0,0.013808,False,nf0089,poie,train,37,1,41.07,0.707,30.3,0,9917.6,0.2089,1.0,32.9,False,0.0,0.13805970149253732,0.3802313246704092,0.0625,68.6695278969957,0.0,0.0,0.0,0.43243243243243246,1.287292817679558
1.0,1.0,0.0,0.013760000000000001,False,nf0820,poie,train,37,1,83.66,0.094,20.2,0,8247.1,0.2814,-1.0,77.2,False,0.0,0.13909774436090225,0.3735892016904715,0.0625,29.25045703839122,0.0,0.0,0.0,0.43243243243243246,2.1284046692607004
1.0,1.0,0.0,0.013696,False,nf2513,poie,train,23,1,85.44,0.111,19.6,0,689.3,0.078,-10.0,66.2,False,0.0,0.1402439024390244,0.22628885841369678,0.0,23.454157782515992,0.0,0.0,0.0,0.4782608695652174,1.260752688172043
1.0,1.0,0.0,0.013827,False,nf1457,poie,train,51,1,65.67,0.465,22.7,0,7641.3,0.2142,-1.0,27.2,False,0.0,0.18411552346570395,0.17958414579170812,0.875,41.45077720207254,0.0,0.0,0.0,0.1568627450980392,0.45305164319248825
1.0,1.0,0.0,0.013778,False,nf3076,poie,train,37,1,69.7,0.28,28.3,0,7231.6,0.2652,1.0,49.0,False,0.0,0.13703703703703704,0.2331570766980633,0.0625,46.10951008645534,0.0,0.0,0.0,0.43243243243243246,1.1266233766233766
0.8888888888888888,0.8888888888888888,0.0,0.013510999999999999,False,nf0063,poie,train,28,1,52.19,0.581,32.0,0,5156.4,0.159,-10.0,32.0,False,0.0,0.15730337078651685,0.5510602262773178,0.3,44.052863436123346,0.0,0.0,0.0,0.35714285714285715,0.7721088435374149
0.9032258064516129,0.6923076923076924,-0.21091811414392048,0.014481,False,nf3283,poie,train,63,1,81.28,0.174,23.1,0,1612.4,0.2412,-1.0,277.3,False,0.0,0.16799999999999998,0.29965330608629254,0.3888888888888889,9.16030534351145,0.0,0.0,0.0,0.2857142857142857,1.3702928870292888
1.0,1.0,0.0,0.014144,False,nf1917,poie,train,53,1,79.22,0.208,25.6,0,3694.9,0.3204,1.0,52.8,False,0.0,0.15963855421686746,0.20376670965498095,0.8888888888888888,24.06417112299465,0.0,0.0,0.0,0.16981132075471697,0.34092980856882404
